Date,Open,High,Low,Close,Adj Close,Volume
2019-01-21,20.989999771118164,22.030000686645508,20.790000915527344,21.93000030517578,21.93000030517578,110239500
2019-01-28,20.31999969482422,25.139999389648438,19.049999237060547,24.510000228881836,24.510000228881836,765719600
2019-02-04,24.43000030517578,24.65999984741211,22.270000457763672,23.049999237060547,23.049999237060547,436607300
2019-02-11,23.049999237060547,24.049999237060547,22.59000015258789,23.68000030517578,23.68000030517578,328803600
2019-02-18,23.6299991607666,24.40999984741211,23.610000610351562,24.360000610351562,24.360000610351562,216868400
2019-02-25,25.010000228881836,25.520000457763672,23.110000610351562,23.68000030517578,23.68000030517578,261809300
2019-03-04,23.889999389648438,24.1299991607666,21.040000915527344,22.010000228881836,22.010000228881836,246243700
2019-03-11,22.149999618530273,24.149999618530273,21.979999542236328,23.290000915527344,23.290000915527344,256875100
2019-03-18,23.299999237060547,28.110000610351562,23.040000915527344,26.3700008392334,26.3700008392334,587009700
2019-03-25,26.290000915527344,26.989999771118164,24.549999237060547,25.520000457763672,25.520000457763672,360947900
2019-04-01,26.420000076293945,29.950000762939453,25.829999923706055,28.979999542236328,28.979999542236328,461863400
2019-04-08,28.690000534057617,28.950000762939453,27.190000534057617,27.850000381469727,27.850000381469727,283760400
2019-04-15,27.799999237060547,28.270000457763672,26.959999084472656,27.68000030517578,27.68000030517578,176274300
2019-04-22,27.6200008392334,28.860000610351562,27.049999237060547,27.8799991607666,27.8799991607666,236197100
2019-04-29,27.899999618530273,29.149999618530273,26.610000610351562,28.219999313354492,28.219999313354492,409783400
2019-05-06,26.719999313354492,28.100000381469727,26.030000686645508,27.959999084472656,27.959999084472656,368261400
2019-05-13,26.979999542236328,28.459999084472656,26.100000381469727,27.5,27.5,370403700
2019-05-20,26.979999542236328,27.59000015258789,26.030000686645508,26.440000534057617,26.440000534057617,263516900
2019-05-27,27.270000457763672,29.670000076293945,27.059999465942383,27.40999984741211,27.40999984741211,380876100
2019-06-03,28.75,32.599998474121094,27.290000915527344,32.40999984741211,32.40999984741211,552672100
2019-06-10,33.529998779296875,34.29999923706055,30.020000457763672,30.360000610351562,30.360000610351562,370731400
2019-06-17,30.25,31.360000610351562,28.969999313354492,29.100000381469727,29.100000381469727,374823600
2019-06-24,29.31999969482422,31.110000610351562,28.670000076293945,30.3700008392334,30.3700008392334,280184100
2019-07-01,31.790000915527344,32.040000915527344,30.729999542236328,31.5,31.5,155471500
2019-07-08,31.799999237060547,34.029998779296875,30.100000381469727,33.209999084472656,33.209999084472656,286089100
2019-07-15,33.34000015258789,34.86000061035156,32.41999816894531,32.5099983215332,32.5099983215332,278127400
2019-07-22,32.79999923706055,34.77000045776367,32.7400016784668,34.02000045776367,34.02000045776367,198470500
2019-07-29,34.13999938964844,34.18000030517578,28.940000534057617,29.440000534057617,29.440000534057617,378600700
2019-08-05,28.260000228881836,35.54999923706055,27.649999618530273,34.189998626708984,34.189998626708984,493251800
2019-08-12,34.15999984741211,34.650001525878906,29.209999084472656,31.18000030517578,31.18000030517578,478611400
2019-08-19,32.0,32.189998626708984,29.399999618530273,29.540000915527344,29.540000915527344,288311400
2019-08-26,30.34000015258789,31.8700008392334,29.600000381469727,31.450000762939453,31.450000762939453,244407400
2019-09-02,30.829999923706055,32.04999923706055,30.479999542236328,30.559999465942383,30.559999465942383,194178100
2019-09-09,30.93000030517578,31.18000030517578,29.510000228881836,30.690000534057617,30.690000534057617,255026800
2019-09-16,30.3700008392334,31.31999969482422,29.649999618530273,30.049999237060547,30.049999237060547,255848100
2019-09-23,30.1200008392334,30.799999237060547,28.350000381469727,28.719999313354492,28.719999313354492,270401100
2019-09-30,28.889999389648438,29.540000915527344,27.43000030517578,29.010000228881836,29.010000228881836,208790000
2019-10-07,28.899999618530273,30.200000762939453,27.920000076293945,29.75,29.75,226181400
2019-10-14,29.709999084472656,31.40999984741211,29.3799991607666,30.969999313354492,30.969999313354492,205444900
2019-10-21,31.5,32.86000061035156,30.829999923706055,32.709999084472656,32.709999084472656,188127000
2019-10-28,33.15999984741211,35.0,32.029998779296875,34.88999938964844,34.88999938964844,340272700
2019-11-04,35.189998626708984,37.18000030517578,34.7599983215332,36.290000915527344,36.290000915527344,313571600
2019-11-11,35.959999084472656,39.369998931884766,35.58000183105469,38.560001373291016,38.560001373291016,298611900
2019-11-18,38.650001525878906,41.790000915527344,38.189998626708984,39.150001525878906,39.150001525878906,385245000
2019-11-25,39.5,40.16999816894531,38.810001373291016,39.150001525878906,39.150001525878906,140612800
2019-12-02,39.31999969482422,40.220001220703125,37.150001525878906,39.630001068115234,39.630001068115234,198241400
2019-12-09,39.459999084472656,42.95000076293945,38.81999969482422,41.150001525878906,41.150001525878906,260165800
2019-12-16,41.72999954223633,44.2599983215332,41.72999954223633,44.150001525878906,44.150001525878906,256747900
2019-12-23,44.58000183105469,47.310001373291016,44.38999938964844,46.18000030517578,46.18000030517578,194462800
2019-12-30,46.13999938964844,49.38999938964844,44.65999984741211,48.599998474121094,48.599998474121094,226281400
2020-01-06,48.02000045776367,49.959999084472656,47.13999938964844,48.16999816894531,48.16999816894531,280409800
2020-01-13,48.65999984741211,51.04999923706055,47.90999984741211,50.93000030517578,50.93000030517578,229651300
2020-01-20,50.959999084472656,52.810001373291016,49.470001220703125,50.349998474121094,50.349998474121094,210007500
2020-01-27,48.45000076293945,50.849998474121094,46.099998474121094,47.0,47.0,354354900
2020-02-03,46.400001525878906,50.66999816894531,46.22999954223633,49.72999954223633,49.72999954223633,237800900
2020-02-10,49.470001220703125,55.400001525878906,49.349998474121094,55.310001373291016,55.310001373291016,285691100
2020-02-17,54.939998626708984,59.27000045776367,52.88999938964844,53.279998779296875,53.279998779296875,291205000
2020-02-24,48.18000030517578,51.2400016784668,41.040000915527344,45.47999954223633,45.47999954223633,468449900
2020-03-02,47.41999816894531,50.20000076293945,44.65999984741211,48.59000015258789,48.59000015258789,560502400
2020-03-09,43.029998779296875,46.34000015258789,39.0,43.900001525878906,43.900001525878906,452840300
2020-03-16,39.08000183105469,43.369998931884766,36.75,39.61000061035156,39.61000061035156,480035600
2020-03-23,40.619998931884766,47.97999954223633,38.95000076293945,46.58000183105469,46.58000183105469,450538700
2020-03-30,47.2400016784668,48.529998779296875,41.70000076293945,42.59000015258789,42.59000015258789,402412500
2020-04-06,44.29999923706055,50.25,44.060001373291016,48.380001068115234,48.380001068115234,329593600
