,Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents
2023-09-30,2171026.0,1303750111.0,1305921137.0,2913000000.0,5114000000.0,7520000000.0,21777000000.0,5023000000.0,7520000000.0,381000000.0,17044000000.0,21447000000.0,17044000000.0,17044000000.0,1203000000.0,13000000.0,6204000000.0,6684000000.0,2612000000.0,2612000000.0,11395000000.0,5726000000.0,192000000.0,268000000.0,254000000.0,4712000000.0,309000000.0,4403000000.0,300000000.0,5669000000.0,816000000.0,402000000.0,72000000.0,330000000.0,799000000.0,3312000000.0,91000000.0,456000000.0,2765000000.0,28439000000.0,17747000000.0,389000000.0,268000000.0,114000000.0,9524000000.0,2977000000.0,6547000000.0,7450000000.0,-12691000000.0,20141000000.0,1835000000.0,5000000.0,15286000000.0,389000000.0,2626000000.0,0.0,10692000000.0,62000000.0,10000000.0,,497000000.0,3974000000.0,769000000.0,2593000000.0,612000000.0,301000000.0,267000000.0,1991000000.0,-5000000.0,1996000000.0,3590000000.0,1770000000.0,1820000000.0
2022-09-30,3689901.0,1302231236.0,1305921137.0,4224000000.0,6048000000.0,4378000000.0,20606000000.0,3865000000.0,4378000000.0,386000000.0,14944000000.0,19854000000.0,14944000000.0,14944000000.0,1203000000.0,23000000.0,3506000000.0,6579000000.0,2612000000.0,2612000000.0,11968000000.0,6380000000.0,203000000.0,297000000.0,371000000.0,5220000000.0,310000000.0,4910000000.0,289000000.0,5588000000.0,744000000.0,828000000.0,76000000.0,752000000.0,983000000.0,2759000000.0,93000000.0,406000000.0,2260000000.0,26912000000.0,17459000000.0,314000000.0,527000000.0,100000000.0,10566000000.0,3483000000.0,7083000000.0,5950000000.0,-12024000000.0,17974000000.0,904000000.0,6000000.0,14110000000.0,389000000.0,2565000000.0,0.0,9453000000.0,42000000.0,5000000.0,0.0,189000000.0,3081000000.0,662000000.0,1949000000.0,470000000.0,230000000.0,302000000.0,1887000000.0,-6000000.0,1893000000.0,3717000000.0,2279000000.0,1438000000.0
2021-09-30,4545602.0,1301375535.0,1305921137.0,4836000000.0,6916000000.0,2090000000.0,17986000000.0,3809000000.0,2090000000.0,331000000.0,11401000000.0,17153000000.0,11401000000.0,11401000000.0,1203000000.0,28000000.0,1407000000.0,6513000000.0,2612000000.0,2612000000.0,11933000000.0,7490000000.0,213000000.0,617000000.0,324000000.0,6017000000.0,265000000.0,5752000000.0,319000000.0,4443000000.0,550000000.0,899000000.0,66000000.0,833000000.0,815000000.0,1961000000.0,104000000.0,288000000.0,1569000000.0,23334000000.0,15082000000.0,225000000.0,695000000.0,71000000.0,9311000000.0,3349000000.0,5962000000.0,4779000000.0,-11090000000.0,15869000000.0,645000000.0,11137000000.0,1466000000.0,319000000.0,2302000000.0,0.0,8252000000.0,27000000.0,2000000.0,9000000.0,145000000.0,2181000000.0,438000000.0,1464000000.0,279000000.0,176000000.0,307000000.0,1483000000.0,-5000000.0,1488000000.0,3922000000.0,2173000000.0,1749000000.0
2020-09-30,5251391.0,1300669746.0,1305921137.0,5182000000.0,7327000000.0,701000000.0,17252000000.0,3729000000.0,701000000.0,294000000.0,10219000000.0,16747000000.0,10219000000.0,10219000000.0,1203000000.0,33000000.0,435000000.0,6462000000.0,2612000000.0,2612000000.0,11780000000.0,8330000000.0,222000000.0,739000000.0,293000000.0,6763000000.0,235000000.0,6528000000.0,313000000.0,3450000000.0,563000000.0,564000000.0,59000000.0,505000000.0,436000000.0,1596000000.0,96000000.0,340000000.0,1160000000.0,21999000000.0,14820000000.0,191000000.0,627000000.0,87000000.0,9518000000.0,3621000000.0,5897000000.0,4396000000.0,-10316000000.0,14712000000.0,753000000.0,10614000000.0,1349000000.0,267000000.0,1996000000.0,0.0,7179000000.0,197000000.0,3000000.0,0.0,92000000.0,2052000000.0,496000000.0,1341000000.0,215000000.0,168000000.0,244000000.0,1196000000.0,-5000000.0,1201000000.0,3227000000.0,1376000000.0,1851000000.0
