Date,Open,High,Low,Close,Adj Close,Volume
2019-02-01,36.125,41.31999969482422,35.64500045776367,38.564998626708984,38.26544189453125,1144572800
2019-03-01,39.067501068115234,46.25,36.20000076293945,44.88999938964844,44.587223052978516,1206854000
2019-04-01,45.814998626708984,48.36750030517578,43.32500076293945,45.25,44.944786071777344,943778000
2019-05-01,45.77750015258789,46.217498779296875,33.84749984741211,33.8650016784668,33.6365852355957,1118075200
2019-06-01,33.977500915527344,41.342498779296875,33.150001525878906,41.057498931884766,40.827125549316406,823334000
2019-07-01,43.14250183105469,44.72249984741211,38.75,42.18000030517578,41.94331741333008,841598400
2019-08-01,42.28499984741211,43.36249923706055,36.84749984741211,41.877498626708984,41.642513275146484,945032800
2019-09-01,41.14500045776367,47.099998474121094,40.8125,43.51750183105469,43.31615447998047,634776800
2019-10-01,43.75,52.224998474121094,42.532501220703125,50.255001068115234,50.0224723815918,769617200
2019-11-01,49.900001525878906,55.352500915527344,49.647499084472656,54.185001373291016,53.93430709838867,732180000
2019-12-01,54.1150016784668,60.45249938964844,50.092498779296875,58.82500076293945,58.59602737426758,654353200
2020-01-01,59.6875,64.875,57.817501068115234,59.10749816894531,58.8774299621582,612541200
2020-02-01,58.92499923706055,79.08000183105469,58.86249923706055,67.51750183105469,67.25469207763672,1184865200
2020-03-01,69.2249984741211,71.22250366210938,45.16999816894531,65.9000015258789,65.68275451660156,1577395200
2020-04-01,63.912498474121094,76.05000305175781,59.59749984741211,73.06999969482422,72.82911682128906,1127830400
2020-05-01,71.0875015258789,91.81749725341797,70.20999908447266,88.75499725341797,88.4624252319336,1254887600
2020-06-01,88.3324966430664,96.42500305175781,86.58000183105469,94.97750091552734,94.6644058227539,971946400
2020-07-01,95.2074966430664,107.92250061035156,94.12999725341797,106.14749908447266,105.84586334228516,809445200
2020-08-01,107.32499694824219,135.75,107.15249633789062,133.7449951171875,133.3649139404297,967254400
2020-09-01,134.8000030517578,147.2675018310547,117.0425033569336,135.30499267578125,134.9204864501953,1585655200
2020-10-01,137.5800018310547,143.48500061035156,123.0,125.33999633789062,125.02120208740234,802235600
2020-11-01,126.57749938964844,146.9149932861328,123.94999694824219,134.01499938964844,133.6741485595703,759482000
2020-12-01,134.92250061035156,137.3125,127.63249969482422,130.5500030517578,130.21798706054688,512099600
2021-01-01,131.04249572753906,139.99249267578125,125.86000061035156,129.8975067138672,129.60540771484375,615417200
2021-02-01,130.53250122070312,153.72500610351562,129.02749633789062,137.14500427246094,136.83657836914062,668032400
2021-03-01,138.75,139.25,115.66500091552734,133.4824981689453,133.18234252929688,764865600
2021-04-01,135.72250366210938,162.1425018310547,135.1125030517578,150.09500122070312,149.80917358398438,671879600
2021-05-01,151.25,162.77499389648438,134.58999633789062,162.44500732421875,162.13565063476562,705438000
2021-06-01,162.6999969482422,201.625,159.03250122070312,200.02499389648438,199.64410400390625,1027329200
2021-07-01,201.25,208.75,178.65499877929688,194.99000549316406,194.6632843017578,782307700
2021-08-01,197.0,230.42999267578125,187.6199951171875,223.85000610351562,223.47491455078125,641638600
2021-09-01,224.85000610351562,229.86000061035156,204.6699981689453,207.16000366210938,206.849365234375,499898600
2021-10-01,207.5,257.0899963378906,195.5500030517578,255.6699981689453,255.28660583496094,497107800
2021-11-01,256.489990234375,346.4700012207031,252.27000427246094,326.760009765625,326.2700500488281,1081117000
2021-12-01,332.19000244140625,332.8900146484375,271.45001220703125,294.1099853515625,293.6689758300781,1105850500
2022-01-01,298.1499938964844,307.1099853515625,208.8800048828125,244.86000061035156,244.52273559570312,1068216400
2022-02-01,251.0399932861328,269.25,208.89999389648438,243.85000610351562,243.51414489746094,1064427000
2022-03-01,242.91000366210938,289.4599914550781,206.5,272.8599853515625,272.4841613769531,1164459900
2022-04-01,273.75,275.5799865722656,182.89999389648438,185.47000122070312,185.24609375,1111439000
2022-05-01,185.41000366210938,204.0,155.6699981689453,186.72000122070312,186.4945831298828,1383302100
2022-06-01,187.24000549316406,196.19000244140625,148.6199951171875,151.58999633789062,151.40701293945312,1055479100
2022-07-01,148.99000549316406,182.44000244140625,140.5500030517578,181.6300048828125,181.4490966796875,1056447600
2022-08-01,181.82000732421875,192.74000549316406,149.58999633789062,150.94000244140625,150.78965759277344,1206964800
2022-09-01,142.08999633789062,145.47000122070312,119.45999908447266,121.38999938964844,121.26909637451172,1313057800
2022-10-01,123.47000122070312,138.5,108.12999725341797,134.97000122070312,134.87564086914062,1254927700
2022-11-01,138.11000061035156,169.97999572753906,129.55999755859375,169.22999572753906,169.11167907714844,1060060300
2022-12-01,169.99000549316406,187.89999389648438,138.83999633789062,146.13999938964844,146.07518005371094,894615200
2023-01-01,148.50999450683594,206.27999877929688,140.33999633789062,195.3699951171875,195.28334045410156,945496000
2023-02-01,196.91000366210938,238.8800048828125,196.11000061035156,232.16000366210938,232.05703735351562,1039347900
2023-03-01,231.9199981689453,278.3399963378906,222.97000122070312,277.7699890136719,277.6468200683594,1126373100
2023-04-01,275.0899963378906,281.1000061035156,262.20001220703125,277.489990234375,277.4140319824219,743592100
2023-05-01,278.3999938964844,419.3800048828125,272.3999938964844,378.3399963378906,378.2364196777344,1169636000
2023-06-01,384.8900146484375,439.8999938964844,373.55999755859375,423.0199890136719,422.9041748046875,1052209200
