Date,Open,High,Low,Close,Adj Close,Volume
2019-02-01,99.16999816894531,108.27999877929688,98.7300033569336,106.95999908447266,97.27266693115234,57052200
2019-03-01,107.83999633789062,111.12000274658203,103.30000305175781,105.2699966430664,96.22626495361328,58506700
2019-04-01,106.5199966430664,118.54000091552734,106.26000213623047,116.23999786376953,106.25381469726562,52103200
2019-05-01,116.55999755859375,117.95999908447266,95.94000244140625,96.62000274658203,88.31938934326172,71430500
2019-06-01,97.30999755859375,114.41999816894531,95.51000213623047,112.87000274658203,103.7443618774414,56130500
2019-07-01,117.16999816894531,124.79000091552734,111.30999755859375,117.45999908447266,107.9632568359375,41634300
2019-08-01,117.77999877929688,120.1500015258789,103.72000122070312,109.83000183105469,100.95013427734375,54365500
2019-09-01,108.70999908447266,118.45999908447266,105.83000183105469,111.7300033569336,103.21244812011719,36540200
2019-10-01,114.80999755859375,116.19000244140625,104.58000183105469,106.62999725341797,98.50122833251953,51860700
2019-11-01,107.62000274658203,116.30999755859375,107.51000213623047,112.94999694824219,104.33943176269531,45594800
2019-12-01,113.05999755859375,120.55000305175781,108.66999816894531,118.83999633789062,109.78042602539062,40623400
2020-01-01,120.11000061035156,122.19999694824219,109.19999694824219,109.75,101.86425018310547,43304900
2020-02-01,110.69999694824219,127.30000305175781,103.5,109.05000305175781,101.21455383300781,52647600
2020-03-01,110.08999633789062,113.19000244140625,79.08000183105469,89.6500015258789,83.66014099121094,97867000
2020-04-01,86.04000091552734,114.05999755859375,82.9000015258789,109.5999984741211,102.27721405029297,57048600
2020-05-01,106.37000274658203,115.56999969482422,100.08999633789062,112.94999694824219,105.40337371826172,47932800
2020-06-01,112.37000274658203,127.38999938964844,111.33000183105469,122.63999938964844,115.06804656982422,52147100
2020-07-01,122.29000091552734,125.08000183105469,110.47000122070312,114.8499984741211,107.75902557373047,83041400
2020-08-01,115.87000274658203,121.25,114.93000030517578,116.87999725341797,109.66368103027344,66051100
2020-09-01,117.79000091552734,122.5199966430664,110.66000366210938,116.73999786376953,110.0987548828125,67638800
2020-10-01,118.9800033569336,126.48999786376953,114.0,118.52999877929688,111.78692626953125,65423600
2020-11-01,120.13999938964844,140.3800048828125,117.62000274658203,139.0800018310547,131.16783142089844,60425600
2020-12-01,140.0,147.8300018310547,138.80999755859375,147.72999572753906,139.3257598876953,49069100
2021-01-01,148.4499969482422,162.97999572753906,144.6199951171875,147.3300018310547,139.56369018554688,55986900
2021-02-01,148.33999633789062,164.39999389648438,147.0,155.82000732421875,147.60617065429688,55389600
2021-03-01,157.0800018310547,159.41000366210938,142.25,155.0800018310547,147.53448486328125,77585400
2021-04-01,157.3800048828125,163.89999389648438,152.57000732421875,153.16000366210938,145.70791625976562,57786200
2021-05-01,154.0,165.6199951171875,144.07000732421875,164.60000610351562,156.59129333496094,84305200
2021-06-01,163.75999450683594,172.4499969482422,161.02000427246094,172.16000366210938,164.47596740722656,57418400
2021-07-01,172.02999877929688,172.08999633789062,156.5500030517578,167.4199981689453,159.94749450683594,56824800
2021-08-01,168.63999938964844,175.25,161.2899932861328,162.9499969482422,155.67701721191406,123812900
2021-09-01,163.77000427246094,178.83999633789062,161.0399932861328,167.47999572753906,160.68087768554688,111734100
2021-10-01,167.8300018310547,182.38999938964844,163.13999938964844,173.49000549316406,166.4468994140625,67841400
2021-11-01,173.17999267578125,191.9499969482422,172.91000366210938,180.25,172.9324493408203,62322700
2021-12-01,182.27999877929688,188.1999969482422,166.35000610351562,175.77000427246094,168.6343231201172,74042700
2022-01-01,175.1699981689453,179.52000427246094,151.17999267578125,163.97000122070312,157.91587829589844,86248000
2022-02-01,164.10000610351562,169.42999267578125,151.52000427246094,160.2899932861328,154.37176513671875,76949300
2022-03-01,159.52999877929688,171.55999755859375,143.80999755859375,165.17999267578125,159.85755920410156,86108000
2022-04-01,166.5,167.13999938964844,149.67999267578125,154.3800048828125,149.4055938720703,74783400
2022-05-01,155.33999633789062,169.58999633789062,149.97000122070312,168.39999389648438,162.97381591796875,77546900
2022-06-01,169.17999267578125,169.41000366210938,141.69000244140625,146.08999633789062,142.04092407226562,72062400
2022-07-01,143.94000244140625,172.72000122070312,138.5,171.9600067138672,167.19390869140625,64352700
2022-08-01,170.7100067138672,180.00999450683594,150.33999633789062,151.52999877929688,147.3301544189453,74157800
2022-09-01,148.99000549316406,155.85000610351562,139.24000549316406,139.33999633789062,136.1300506591797,68939000
2022-10-01,141.27999877929688,153.6199951171875,133.47999572753906,142.6199951171875,139.33448791503906,82367100
2022-11-01,145.11000061035156,173.3000030517578,137.7899932861328,171.91000366210938,167.94976806640625,84534500
2022-12-01,173.2100067138672,179.9499969482422,160.05999755859375,164.02999877929688,160.2512664794922,60618400
2023-01-01,165.57000732421875,172.02999877929688,159.5800018310547,171.47000122070312,168.26564025878906,62930900
2023-02-01,171.3300018310547,196.41000366210938,171.22999572753906,183.47000122070312,180.04139709472656,74563900
2023-03-01,183.86000061035156,197.55999755859375,179.0800018310547,197.22000122070312,194.4351348876953,79636700
2023-04-01,196.47000122070312,198.25,171.24000549316406,179.8800048828125,177.33998107910156,50965300
2023-05-01,180.75,193.13999938964844,161.92999267578125,177.69000244140625,175.180908203125,85216100
2023-06-01,179.22000122070312,195.36000061035156,173.41000366210938,194.80999755859375,192.0591583251953,77548800
2023-07-01,193.97999572753906,200.10000610351562,184.57000732421875,199.52999877929688,197.65472412109375,64031500
2023-08-01,197.63999938964844,200.07000732421875,168.5399932861328,181.77999877929688,180.071533203125,78502500
2023-09-01,182.60000610351562,183.42999267578125,170.64999389648438,175.08999633789062,173.4444122314453,63242000
2023-10-01,175.0,177.57000732421875,154.99000549316406,157.3300018310547,156.59217834472656,69759600
2023-11-01,157.4600067138672,186.92999267578125,155.47000122070312,183.3800048828125,182.52000427246094,71014600
2023-12-01,182.77000427246094,202.77000427246094,179.6300048828125,198.55999755859375,197.62881469726562,60298500
2024-01-01,197.07000732421875,201.57000732421875,181.80999755859375,201.3699951171875,201.3699951171875,46269900
